id_team,id_opponent_team,round,week_day,date,has_won,was_draw,team_goals,opponent_team_goals,was_home_team,match_points,championship_score,championship_position
290,277,32,5,2019-11-09,False,False,0,3,True,0,42,10.0
283,282,32,6,2019-11-10,False,True,0,0,True,1,35,16.0
276,293,32,6,2019-11-10,False,False,0,1,True,0,52,5.0
262,265,32,6,2019-11-10,True,False,3,1,True,3,77,1.0
356,354,32,6,2019-11-10,True,False,1,0,True,3,39,13.0
315,284,32,6,2019-11-10,False,False,0,1,True,0,22,19.0
285,266,32,6,2019-11-10,True,False,2,1,True,3,49,7.0
341,267,32,6,2019-11-10,False,False,0,3,True,0,29,18.0
263,314,32,0,2019-11-11,True,False,2,0,True,3,36,14.0
262,267,34,2,2019-11-13,False,True,4,4,True,1,81,1.0
266,282,33,5,2019-11-16,False,True,1,1,True,1,35,17.0
277,276,33,5,2019-11-16,False,True,1,1,True,1,65,3.0
264,285,33,6,2019-11-17,False,True,0,0,True,1,50,8.0
265,275,33,6,2019-11-17,False,True,1,1,True,1,44,9.0
293,263,33,6,2019-11-17,True,False,1,0,True,3,53,5.0
315,354,33,6,2019-11-17,True,False,1,0,True,3,25,19.0
284,262,33,6,2019-11-17,False,False,0,1,True,0,56,4.0
356,341,33,6,2019-11-17,True,False,3,0,True,3,42,12.0
283,314,33,0,2019-11-18,False,True,0,0,True,1,36,14.0
267,290,33,0,2019-11-18,False,True,1,1,True,1,43,11.0
277,283,34,5,2019-11-23,True,False,4,1,True,3,68,2.0
285,356,34,6,2019-11-24,False,True,2,2,True,1,51,7.0
354,276,34,6,2019-11-24,False,True,1,1,True,1,37,16.0
282,293,34,6,2019-11-24,False,False,0,1,True,0,41,13.0
263,264,34,6,2019-11-24,True,False,1,0,True,3,39,14.0
314,315,34,6,2019-11-24,False,False,0,1,True,0,18,20.0
290,265,34,6,2019-11-24,True,False,4,3,True,3,46,9.0
275,284,34,6,2019-11-24,False,False,1,2,True,0,68,3.0
341,266,34,0,2019-11-25,False,False,0,1,True,0,29,18.0
265,282,35,2,2019-11-27,False,True,1,1,True,1,45,11.0
293,284,35,2,2019-11-27,True,False,2,0,True,3,59,5.0
315,263,35,2,2019-11-27,False,False,0,1,True,0,28,19.0
264,314,35,2,2019-11-27,True,False,3,0,True,3,53,7.0
262,354,35,2,2019-11-27,True,False,4,1,True,3,84,1.0
285,290,35,2,2019-11-27,False,False,1,2,True,0,51,8.0
283,341,35,3,2019-11-28,False,False,0,1,True,0,36,17.0
266,275,35,3,2019-11-28,True,False,1,0,True,3,41,15.0
356,277,35,3,2019-11-28,True,False,2,1,True,3,46,10.0
276,267,35,3,2019-11-28,True,False,1,0,True,3,57,6.0
354,293,36,5,2019-11-30,False,True,1,1,True,1,38,16.0
263,285,36,5,2019-11-30,False,False,0,1,True,0,42,14.0
314,266,36,6,2019-12-01,False,True,1,1,True,1,19,20.0
282,264,36,6,2019-12-01,True,False,2,1,True,3,45,13.0
341,265,36,6,2019-12-01,False,False,1,2,True,0,32,18.0
275,262,36,6,2019-12-01,False,False,1,3,True,0,68,3.0
290,356,36,6,2019-12-01,False,False,1,2,True,0,49,10.0
284,276,36,6,2019-12-01,True,False,3,0,True,3,62,4.0
277,315,36,6,2019-12-01,True,False,2,0,True,3,71,2.0
267,283,36,0,2019-12-02,True,False,1,0,True,3,47,12.0
266,356,37,2,2019-12-04,False,True,0,0,True,1,43,14.0
293,277,37,2,2019-12-04,True,False,1,0,True,3,63,5.0
282,263,37,2,2019-12-04,True,False,2,0,True,3,48,12.0
315,341,37,2,2019-12-04,True,False,3,0,True,3,31,19.0
354,264,37,2,2019-12-04,False,False,0,1,True,0,38,16.0
276,285,37,2,2019-12-04,True,False,2,1,True,3,60,6.0
265,267,37,3,2019-12-05,False,True,1,1,True,1,49,11.0
262,314,37,3,2019-12-05,True,False,6,1,True,3,90,1.0
284,283,37,3,2019-12-05,True,False,2,0,True,3,65,4.0
275,290,37,3,2019-12-05,True,False,5,1,True,3,71,2.0
314,293,38,6,2019-12-08,False,True,0,0,True,1,20,20.0
263,354,38,6,2019-12-08,False,True,1,1,True,1,43,15.0
267,315,38,6,2019-12-08,False,True,1,1,True,1,49,12.0
264,266,38,6,2019-12-08,False,False,1,2,True,0,56,8.0
356,265,38,6,2019-12-08,True,False,2,1,True,3,53,9.0
290,284,38,6,2019-12-08,True,False,3,2,True,3,52,10.0
285,282,38,6,2019-12-08,True,False,2,1,True,3,57,7.0
283,275,38,6,2019-12-08,False,False,0,2,True,0,36,17.0
277,262,38,6,2019-12-08,True,False,4,0,True,3,74,2.0
341,276,38,6,2019-12-08,False,False,1,2,True,0,32,18.0
314,282,1,5,2019-04-27,False,False,1,2,False,0,0,20.0
285,315,1,5,2019-04-27,False,False,0,2,False,0,0,13.0
283,262,1,5,2019-04-27,False,False,1,3,False,0,0,14.0
263,276,1,5,2019-04-27,False,False,0,2,False,0,0,15.0
267,293,1,6,2019-04-28,False,False,1,4,False,0,0,16.0
264,265,1,6,2019-04-28,False,False,2,3,False,0,0,17.0
341,354,1,6,2019-04-28,False,False,0,4,False,0,0,18.0
290,266,1,6,2019-04-28,True,False,1,0,False,3,3,3.0
356,275,1,6,2019-04-28,False,False,0,4,False,0,0,19.0
277,284,1,6,2019-04-28,True,False,2,1,False,3,3,6.0
284,314,2,2,2019-05-01,False,True,1,1,False,1,1,17.0
275,341,2,2,2019-05-01,False,True,1,1,False,1,4,4.0
282,267,2,2,2019-05-01,True,False,2,1,False,3,6,3.0
315,264,2,2,2019-05-01,False,False,0,1,False,0,3,13.0
354,283,2,2,2019-05-01,False,False,0,1,False,0,3,14.0
293,356,2,2,2019-05-01,False,False,1,2,False,0,3,15.0
262,285,2,2,2019-05-01,False,False,1,2,False,0,3,5.0
276,290,2,2,2019-05-01,True,False,2,1,False,3,6,2.0
265,263,2,3,2019-05-02,False,False,2,3,False,0,3,6.0
266,277,2,3,2019-05-02,False,False,1,2,False,0,0,20.0
264,267,3,5,2019-05-04,False,True,1,1,False,1,4,8.0
282,354,3,5,2019-05-04,True,False,2,1,False,3,9,1.0
285,275,3,5,2019-05-04,False,False,0,1,False,0,3,15.0
293,315,3,6,2019-05-05,False,True,1,1,False,1,4,9.0
262,276,3,6,2019-05-05,False,True,1,1,False,1,4,11.0
277,341,3,6,2019-05-05,False,True,0,0,False,1,7,4.0
314,265,3,6,2019-05-05,False,False,0,1,False,0,1,18.0
356,263,3,6,2019-05-05,False,False,0,1,False,0,3,13.0
290,283,3,6,2019-05-05,False,False,1,2,False,0,3,12.0
266,284,3,6,2019-05-05,True,False,5,4,False,3,3,14.0
284,264,4,5,2019-05-11,False,True,0,0,False,1,2,19.0
263,266,4,5,2019-05-11,True,False,1,0,False,3,9,4.0
